"clave","clasificacion","descripcion","cultural"
"2712",Instructores en estudios y capacitación artística.,"Las ocupaciones clasificadas en este grupo unitario imparten cursos de arte, incluidas las bellas artes y las artes aplicadas, tales como la pintura y la escultura, o el diseño y las artesanías. Dan instrucción artística en centros y escuelas de arte, casas de cultura y otras instituciones.

Funciones:

• Enseñar técnicas artísticas para desarrollar habilidades de las personas relacionadas con el dibujo, pintura, música, danza, teatro, etcétera.
• Montar espectáculos, exposiciones y demostraciones de alguna disciplina (teatro, baile, fotografía, etcétera).
• Elaborar, aplicar y evaluar exámenes, pruebas, tareas y trabajos artísticos a fin de constatar el aprendizaje de los alumnos.
• Realizar otras funciones afines.

Ocupaciones:

• Instructor y capacitador de baile y de canto.
• Instructor y capacitador de instrumentos musicales.
• Instructor y capacitador de pintura, escultura y artes plásticas.",1
"3222","Guías de turismo en museos, casinos, parques, cines y otros centros recreativos","Los trabajadores clasificados en este grupo unitario acompañan a personas y grupos en visitas, giras o excursiones turísticas, informan a los turistas sobre las características e historia de museos, monumentos, templos y otros lugares de interés durante los recorridos en los viajes; y prestan otros servicios en calidad de guías turísticos.

Funciones:

• Acompañar a turistas a museos y exposiciones e informarles al respecto.
• Acompañar a turistas en giras, excursiones o visitas y describir los lugares y monumentos de interés turístico.
• Dirigir excursiones de alpinismo, caza o pesca y actividades de ecoturismo.
• Establecer itinerarios de recorridos y visitas a lugares turísticos, para lo cual consideran los tiempos de estancia, así como el tipo y la profundidad de la información a proporcionar sobre los lugares de interés turístico.
• Programar y organizar actividades de esparcimiento y recreación.
• Proporcionar información sobre las instalaciones, opciones de entretenimiento, así como reglas y reglamentos en museos, casinos, parques, cines, ferias, clubs deportivos y otros lugares recreativos.
• Atender estantes, módulos o casetas en parques, carnavales, ferias o estadios.
• Anunciar y describir a los visitantes las características de los animales y plantas de los zoológicos, parques, reservas naturales, acuarios y similares.
• Asesorar y demostrar el uso de los equipos e instalaciones de los parques y centros recreativos tales como máquinas de juegos, botes, canoas, lanchas de motor, carritos para golfistas, pistas de hielo y similares.
• Recibir e informar a los turistas sobre las características del recorrido y el lugar de la visita, el tiempo que invertirán, y los servicios que ofrece el lugar.
• Guiar y orientar a personas y/o a grupos sobre aspectos relevantes como la historia, cultura, datos geográficos, entre otros aspectos de los lugares de interés y/o esparcimiento, en español u otro idioma.
• Realizar otras funciones afines.

Ocupaciones:

• Guía de buceo.
• Guía de excursión.
• Guía de sitios arqueológicos.",1
"4233","Modelos de moda, arte y publicidad","Los trabajadores clasificados en este grupo unitario lucen y presentan prendas de vestir, accesorios y otros artículos destinados a la venta, o actúan como modelos para la creación artística o publicitaria.

Funciones:

• Vestir la ropa y accesorios que se les indica en presentaciones, desfiles y similares para mostrar la moda en boga o el estilo que se está promocionando.
• Aplicar las técnicas del modelaje para hacer resaltar mejor el estilo y las características de la vestimenta o artículo modelado.
• Posar para artistas, fotógrafos de arte, escultores, pintores y similares durante la realización de obras de arte y comerciales publicitarios, tales como carteles, televisión, cine, videos, etcétera.
• Realizar otras funciones afines.

Ocupaciones:

• Modelo.",1
"4312","Trabajadores en el alquiler de bienes muebles (loza, películas, videojuegos, etcétera)","Los trabajadores clasificados en este grupo unitario atienden a clientes y reciben solicitudes de alquiler de bienes muebles tales como ropa, equipo, herramientas y vehículos, películas, equipo para fiestas, entre otros bienes.

Funciones:

• Atender a clientes de la agencia que rentan artículos y recibir las solicitudes de alquiler.
• Recomendar a clientes artículos que ofrece el establecimiento en alquiler de acuerdo con las necesidades que éstos les plantean.
• Preparar formatos de renta y solicitar la firma del cliente, entre otro tipo de información, como permisos necesarios. 
• Calcular cargos con base en la tasa de renta.
• Explicar tarifas de renta y dar infromación sobre artículos rentados, como operación o descripción. 
• Cobrar depósitos o pagos y registrar cargos por créditos.
• Inspeccionar y ajustar artículos rentados para satisfacer las necesidades del cliente. 
• Llevar registros de artículos rentados.
• Inspeccionar los artículos entregados por los clientes, una vez concluído el periodo pactado de alquiler y reportar maltratos o un mal funcionamiento.
• Realizar otras funciones afines.

Ocupaciones:

• Dependiente de viodeoclub. 
• Arrendador de autos.
• Arrendador de placas y taxi.
• Empleado de alquilador de trajes.",1
"7321",Artesanos y trabajadores en la elaboración de productos de papel y cartón,"Los trabajadores de este grupo unitario realizan las funciones necesarias para la elaboración de productos de papel y cartón, como son figuras de papel maché, papel picado para adornar, piñatas, etc., con métodos tradicionales.

Funciones:

• Diseñar, cortar, pegar, moldear y pintar figuras de papel maché.
• Doblar, cortar y picar papel para decoración.
• Cortar y pegar diferentes tipos de papel para crear piñatas.
• Realizar otras funciones afines. 

Ocupaciones:

• Artesano de flores de papel y de otros productos de papel.
• Piñatero.
• Artesano de cajas de cartón.",1
"5212","Maquillistas, manicuristas, pedicuristas y tatuadores","Los trabajadores clasificados en este grupo unitario realizan labores de cuidado del cutis, manos y pies en salones de belleza, estéticas y otros establecimientos.

Funciones:

• Maquillar el cutis de los clientes de acuerdo con sus indicaciones.
• Maquillar el rostro de los actores y artistas.
• Depilar las cejas, bigotes, vellos de las piernas con cera, cremas depilatorias y otros instrumentos.
• Aplicar y decorar uñas postizas de gel, acrílico, acrigel, seda y de otro tipo.
• Dar manicure y pedicura a los clientes que lo solicitan.
• Aplicar tratamientos faciales y otros para la piel, utilizando para ello técnicas especializadas.
• Limpiar, cortar y pintar las uñas de manos y pies.
• Tratar ligeras afecciones de los pies como callos, durezas o deformaciones de las uñas.
• Aplicar maquillaje permanente o tatuajes artísticos mediante micropigmentación, en condiciones de higiene y seguridad óptimas adecuándolas al cliente, al medio y circunstancia.
• Colocar aretes, aros, pirsin y otros artículos decorativos adecuándolas al cliente, al medio y circunstancia.
• Realizar otras funciones afines.

Ocupaciones:
• Manicurista y pedicurista.
• Aplicadora de uñas.
• Maquillista y cosmetóloga.
• Tatuador.
• Colocador de pirsin.

Incluye: A los trabajadores que tatúan la piel con motivos artísticos o estéticos, así como a los que colocan aretes, pirsin y otros artículos decorativos.",1
"7343",Bordadores y deshiladores,"Los trabajadores de este grupo unitario realizan, con métodos tradicionales, las funciones necesarias en el deshilado y bordado de productos de tejido plano como: sábanas, servilletas, colchas, cinturones, vestidos, blusas y otros artículos diversos de tela, cuero, piel y materiales similares en talleres o en su casa.

Funciones:

• Ejecutar a mano trabajos de deshilado sobre tela, para dar el acabado a prendas de vestir, manteles, carpetas, colchas, etcétera. Para ello, entresacan hilos de la tela de acuerdo al dibujo o figura que se va a formar.
• Bordar a mano dibujos decorativos sobre productos de tela, cuero, piel y materiales similares.
• Realizar otras funciones afines.

Ocupaciones:

• Bordador a máquina y mano.
• Deshilador.",1
"7344",Patronistas de productos textiles,"Los trabajadores de este grupo unitariopreparan los patrones y marcan la materia prima para confeccionar prendas de vestir, guantes y otros productos de tela.

Funciones:

• Dibujar y cortar los patrones de trajes, vestidos, camisas, blusas y otras prendas de vestir.
• Realizar otras funciones afines.

Ocupaciones:

• Patronista o modelista de prendas de vestir.",1
"7",Trabajadores artesanales,"En esta división se clasifican a las ocupaciones que realizan actividades directamente relacionadas con la producción artesanal o fabril, para lo cual extraen y tratan materias primas con el fin de elaborar y reparar productos industriales y artesanales, incluso la construcción, mantenimiento y reparación de obras para uso habitacional o industrial.

La característica principal que define a los trabajadores que se clasifican en esta división, es que, durante la elaboración y fabricación de bienes de consumo intermedio o final, mantienen bajo su control el proceso y ritmo del trabajo. Generalmente estos trabajadores conocen y ejecutan todas las etapas del proceso de producción artesanal; desde la planeación y preparación de las materias primas hasta su acabado final, a través de métodos denominados como tradicionales.

El desempeño de estas ocupaciones puede implicar el uso de herramientas manuales, mecánicas o eléctricas, con el fin de facilitar el trabajo, reducir el tiempo de ejecución de las actividades o para mejorar la calidad del trabajo.

Los trabajadores clasificados en esta división realizan sus actividades en un taller, local comercial, en minas o canteras, en obras de construcción, en la vía pública, en su propio domicilio o en el domicilio del cliente.

Incluye: También en esta división a los trabajadores que realizan labores parciales dentro del proceso de producción artesanal o fabril, como es el caso de los bordadores, linotipistas, tejedores, encuadernadores a mano, etcétera. Estas actividades se clasifican aquí porque corresponden más a un trabajo artesanal, que a las funciones que realiza un operador de maquinaria. Comprende también a los trabajadores que realizan actividades que requieren un alto grado de destreza, habilidad manual y conocimientos técnicos, como es el caso de los mineros y albañiles.

Excluye: A los ayudantes, peones y otros trabajadores auxiliares no calificados en el proceso de producción artesanal o fabril en la industria de la transformación ya que se clasifican en la división 9 Trabajadores en actividades elementales y de apoyo.",1
"72",Artesanos y trabajadores en el tratamiento y elaboración de productos de metal,"Las ocupaciones clasificadas en este grupo principal realizan actividades relacionadas con la fabricación artesanal, conservación y reparación de moldes metálicos, la soldadura y corte de metales, puertas y ventanas, así como de joyas, objetos de oro, plata, cobre y latón. Comúnmente, utilizan herramientas manuales, mecánicas y eléctricas y maquinaria no automatizada para desarrollar sus actividades.

Incluye: A los trabajadores que realizan actividades de supervisión y control de las actividades de los artesanos y trabajadores en la fabricación y conservación de productos de metal.",1
"720",Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal,"Las ocupaciones clasificadas en este subgrupo contratan trabajadores, asignan y supervisan directamente las actividades del personal subalterno en la fabricación artesanal, conservación y reparación de moldes metálicos, puertas y ventanas, así como de joyas, objetos de oro, plata, cobre y latón.",1
"7201",Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal,"Los trabajadores de este grupo unitario contratan trabajadores, asignan y supervisan directamente las actividades del personal subalterno en la fabricación artesanal, mantenimiento y reparación de moldes metálicos, puertas y ventanas, así como de joyas, objetos de oro, plata, cobre y latón.

Funciones:

• Programar, coordinar y supervisar las actividades de los trabajadores en la fabricación artesanal, mantenimiento y reparación de moldes metálicos, puertas y ventanas, así como de joyas, objetos de oro, plata, cobre y latón.
• Determinar el número y tipo de empleados necesarios para realizar el trabajo; programar sus actividades, calcular la nómina y efectuar el pago de la misma.
• Participar en la contratación del personal.
• Solicitar materiales y suministros.
• Capacitar a los trabajadores en aspectos relacionados con su materia de trabajo, así como en lo referente a procedimientos de seguridad y políticas de la unidad económica.
• Resolver problemas de trabajo y recomendar medidas para fomentar la productividad.
• Realizar otras funciones afines.

Ocupaciones:

• Supervisor y encargado de taller de hojalatería, laminado y pintura de metales.
• Encargado de taller de orfebrería.
• Encargado de taller de herrería.
• Encargado de taller de torno.
• Supervisor de taller de paílería y soldadores.",1
"722","Herreros, cerrajeros, joyeros y artesanos en la elaboración de productos de metal","Las ocupaciones clasificadas en este subgrupo, siguiendo métodos tradicionales, confeccionan y reparan joyas y objetos de metal (oro, plata, latón, cobre, etc.); tallan, montan y graban motivos decorativos en joyas y objetos de metal.

Incluye: Las ocupaciones que reparan cerraduras y hacen duplicados de llaves. Se considera también a los trabajadores que se especializan en pulir o bruñir superficies de metal y a los que afilan herramientas.",1
"7223","Joyeros, orfebres, plateros y pulidores de metal","Los trabajadores de este grupo unitario fabrican, ensamblan, reparan y valúan joyería fina y objetos de metales preciosos; tallan y engastan piedras preciosas y graban motivos decorativos en joyas y objetos de metales preciosos.

Funciones:

• Manufacturar joyería metálica preciosa y semipreciosa, como anillos, broches, aretes, brazaletes, relicarios, artesanías y otros objetos.
• Valuar piedras preciosas y diamantes para certificar su autenticidad, quilataje y calidad. Para ello utilizan instrumentos ópticos y de precisión.
• Manipular discos de corte, pulimentadoras y otras herramientas para cortar, dar forma y pulir piedras preciosas y sintéticas.
• Engastar piedras preciosas y semipreciosas en montaduras de joyas, de acuerdo a especificaciones.
• Dar forma a diversos artículos de metal, por medio del uso de diversas herramientas manuales, con el fin de repujar las piezas y labrarlas en relieve.
• Realizar otras funciones afines.

Ocupaciones:

• Platero y joyero.
• Pulidor de piedras preciosas y metales preciosos.

Incluye: A trabajadores que elaboran artesanías y otros objetos (hebillas, espuelas, herrajes de charrería y similares) a base de metales preciosos.",1
"735",Tapiceros y trabajadores en el tratamiento y elaboración de productos de cuero y piel,"Las ocupaciones clasificadas en este subgrupo tapizan, con métodos tradicionales, muebles, asientos y otros, como el revestimiento interior de automóviles, trenes, aviones, etc., con tela, cuero, piel, plástico o similares. También se clasifica a los trabajadores que reparan colchones.

Igualmente este contiene a las ocupaciones que preparan, cortan, tiñen, pintan y curten las pieles destinadas a la confección de prendas de vestir, zapatos y otros artículos. También se clasifican las ocupaciones relacionadas con la confección y/o reparación, con métodos tradicionales, de calzado normal o especial (ortopédico o de pieles exóticas).

Los trabajadores aquí clasificados utilizan principalmente herramientas manuales, mecánicas o eléctricas, para la elaboración de productos a base de cuero y piel natural o sintética.",1
"73","Artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","En este grupo principal se clasifican las ocupaciones que fabrican, decoran, y reparan artículos de madera, bejuco, vara, carrizo, mimbre, ratán, etc., de forma artesanal. Asimismo Incluye a los trabajadores que llevan a cabo a impresión de tarjetas, postales, calendarios, tesis, etc., en talleres, como pueden ser los linotipistas, acuafortistas, tipografistas, etcétera. También se encuentran las ocupaciones que llevan a cabo actividades de impresión y revelado de fotografías por métodos tradicionales.

Los trabajadores que realizan actividades relacionadas con la preparación de fibras textiles, del cuero y piel o similares (vinil, piel sintética, etc.) para la fabricación de prendas de vestir y artículos de uso doméstico (maletas, bolsas, etc.) también se consideran para este grupo principal. Las ocupaciones comprenden desde el diseño y la confección hasta el acabado final, como pueden ser los bordadores manuales, los confeccionistas de patrones de corte de prendas de vestir, los tapizadores de muebles, los que pintan y reparan artículos de piel y sintéticos, los que reparan zapatos, etcétera.

Incluye: A los trabajadores que supervisan actividades de otros artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y cuero y piel, los cuales utilizan principalmente herramientas manuales o mecánicas y eléctricas.",1
"730","Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Las ocupaciones clasificadas en este subgrupo contratan trabajadores, asignan y supervisan directamente las actividades de los artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel.",1
"7301","Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Los trabajadores de este grupo unitario contratan trabajadores, asignan y supervisan directamente las actividades de los artesanos y trabajadores en la elaboración de productos de madera, papel, textiles, de cuero y piel.

Funciones:

• Programar, coordinar y supervisar las actividades de los artesanos y trabajadores en la elaboración de productos de madera, papel, textiles, de cuero y piel.
• Determinar el número y tipo de empleados necesarios para realizar el trabajo; programar sus actividades, calcular la nómina y efectuar el pago de la misma.
• Participar en la contratación del personal.
• Solicitar materiales y suministros.
• Capacitar a los trabajadores en aspectos relacionados con su materia de trabajo, así como en lo referente a procedimientos de seguridad y políticas de la unidad económica.
• Resolver problemas de trabajo y recomendar medidas para fomentar la productividad.
• Realizar otras funciones afines.

Ocupaciones:

• Supervisor y encargado de taller de carpintería.
• Encargado de taller de piñatas.
• Supervisor de imprenta.
• Supervisor y encargado de taller de tenería de taller de fabricación de calzado.
• Supervisor y encargado de taller de costura y de tapicería.",1
"731",Artesanos y trabajadores en la elaboración de productos de madera,"Las ocupaciones clasificadas en este subgrupo realizan funciones de preparación para preservar la madera. También fabrican, decoran y reparan en forma artesanal artículos de madera, bejuco, vara, carrizo, mimbre, ratán y partes de madera para otros productos.",1
"732","Artesanos y trabajadores en la elaboración de productos de papel, cartón y trabajos de impresión","Las ocupaciones clasificadas en este subgrupo realizan todas las actividades en los diversos trabajos para la impresión de tarjetas, postales, tesis, fotograbado, etc., en talleres, así como a los que realizan sólo una etapa de los trabajos, como son: barnizadores, linotipistas, acuafortistas, tipografistas, etcétera.

Incluye: A los trabajadores que realizan actividades de impresión y revelado de fotografías.",1
"7322","Impresores, linotipistas, fotograbadores y encuadernadores","Los trabajadores de este grupo unitario realizan, bajo métodos tradicionales, la impresión o estampado de papel, metal, tejidos y otros materiales por serigrafía, litografía, tipografía, fotograbado, etcétera. También se clasifica a los trabajadores que encuadernan libros y realizan diversas funciones en el acabado y decoración de los mismos.

Funciones:

• Imprimir en prensas de pequeñas proporciones tarjetas, recibos de honorarios, facturas, notas de remisión, programas, calendarios, etcétera.
• Distribuir las formas, los blancos y los clisés para componer las páginas y disponerlas en orden para su impresión.
• Encuadernar a mano libros, documentos, revistas y otras publicaciones; para ello, deben ajustar y manejar prensas de encuadernación.
• Grabar con herramientas manuales dibujos decorativos o letras sobre las cubiertas de los libros.
• Manejar el teclado de las máquinas que marcan las letras en una película o en un papel sensible para ser reproducidas en placas de impresión.
• Grabar a mano planchas, cilindros y matrices de acero o cobre y clisés de madera, caucho o linóleo.
• Realizar otras funciones afines.

Ocupaciones:

• Encuadernador y empastador.
• Impresor.
• Prensista, serigrafista y fotograbador.

Incluye: A quienes graban, por diversos procedimientos, piedras litográficas, planchas, cilindros, matrices y clisés para la imprenta. Se clasifica también a quienes se especializan en armar manualmente los tipos y los disponen para su impresión.",1
"7323",Reveladores e impresores de fotografías,"Los trabajadores de este grupo unitario se especializan en el revelado de fotografías con métodos tradicionales.

Funciones:

• Preparar en recipientes especiales (cubas) las sustancias químicas que serán utilizadas para el revelado de las fotografías.
• Introducir en la cuba, la placa que va a ser revelada.
• Imprimir y ampliar fotografías en distintos tipos de papel.
• Realizar otras funciones afines.

Ocupaciones:
• Revelador e impresor de fotografías y películas.

Incluye: A los que realizan la impresión y ampliación de fotografías.",1
"733",Tejedores y trabajadores en la preparación de fibras textiles,"Las ocupaciones clasificadas en este subgrupo preparan, bajo métodos tradicionales, las fibras de lana, algodón, lino, yute, henequén, cáñamo y otras fibras textiles naturales para el hilado y bobinado.

Incluye: Las ocupaciones que manipulan un telar manual con métodos tradicionales y/o tejen a mano, utilizando ganchos y lanzaderas, para confeccionar prendas de vestir y otros artículos de tejido de punto y plano, como: encajes, cobijas, frazadas, alfombras, hamacas, redes, etcétera.",1
"734",Artesanos y trabajadores en la elaboración de productos textiles,"Este subgrupo contiene a las ocupaciones que realizan actividades relacionadas con la fabricación de prendas de vestir y artículos de uso doméstico, tales como ropa, blancos, maletas, bolsas, etc., confeccionados, principalmente a base de productos textiles.

Los trabajadores aquí clasificados realizan, por una parte, todas las actividades en la elaboración de prendas de vestir; que van desde el diseño y la confección hasta el acabado final. Por otra parte, se Incluye a los que realizan sólo una etapa de los trabajos: es el caso de los bordadores manuales, los confeccionistas de los patrones de prendas de vestir, los que preparan, cortan y tiñen las telas para trabajos posteriores.

Los trabajadores aquí clasificados utilizan principalmente herramientas manuales, mecánicas o eléctricas durante el proceso de confección de prendas de vestir, blancos, telas, alfombras y otros productos textiles.",1
"7342",Artesanos y confeccionadores de productos textiles,"Los trabajadores de este grupo unitario utilizando métodos tradicionales, diseñan y confeccionan productos de tela, cuero, piel y similares, como: sábanas, colchas, fundas, colchonetas, almohadas, bolsas de tela, cinturones, etcétera.

Funciones:

• Confeccionar productos completos de tela, cuero, piel y similares, como: manteles, sábanas, colchas, bolsas, cinturones, muñecos de trapo, cojines, etcétera.
• Tomar las medidas, hacer patrones y cortar la tela.
• Realizar otras funciones afines. 

Ocupaciones:

• Artesano elaborador de balones a mano.
• Elaborador de manteles y carpetas.
• Artesana de manualidades de fieltro.",1
"7352","Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares","Los trabajadores de este grupo unitario cortan telas y pieles naturales y sintéticas para confeccionar prendas de vestir, artículos de piel, partes para calzado y otros artículos.

Funciones:

• Eliminar los restos de carne y grasa de las pieles antes de curarlas.
• Manejar los instrumentos necesarios para cortar cuero.
• Tratar las pieles con soluciones especiales para curtirlas.
• Teñir o colorar las pieles.
• Alisar y estirar las pieles ya curtidas.
• Realizar otras funciones afines.

Ocupaciones:

• Peletero,  curtidor y cortador de cuero y piel.
• Teñidor de cuero, piel y similares.",1
"7353",Zapateros artesanales,"Los trabajadores de este grupo unitario confeccionan y/o reparan con métodos tradicionales, calzado normal o especial.

Funciones:

• Tomar medidas, hacer el diseño del calzado y cortar el cuero y/o piel.
• Cortar las partes del calzado.
• Coser entre sí las partes del calzado. 
• Confeccionar calzado ortopédico u otro tipo de calzado especial de acuerdo con las medidas o necesidades del cliente.
• Reparar calzado.
• Realizar otras funciones afines.

Ocupaciones:

• Zapatero artesanal.
• Reparador de calzado.",1
"74","Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Las ocupaciones clasificadas en este grupo principal elaboran productos de hule y plástico o reparan y vulcanizan neumáticos. 

Incluye: A los trabajadores que realizan actividades relacionadas con la extracción de sustancias químicas de plantas, animales y minerales no metálicos y los que elaboran, por métodos tradicionales, productos a base de compuestos o sustancias químicas. Asimismo en este grupo se clasifica a los trabajadores que contratan, asignan y supervisan las actividades de los artesanos y de los trabajadores en la elaboración de productos de hule, caucho, plástico y de sustancias químicas.",1
"740","Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Las ocupaciones clasificadas en este subgrupo contratan trabajadores, asignan y supervisan directamente las actividades de los artesanos y trabajadores en la elaboración de productos de hule, caucho, plástico y de sustancias químicas.

Incluye: A los supervisores y encargados de talleres de reparación y vulcanización de neumáticos.",1
"7401","Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Los trabajadores de este grupo unitario contratan trabajadores, asignan y supervisan directamente las actividades de los artesanos y trabajaros en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas.

Funciones:

• Programar, coordinar y supervisar las actividades de los artesanos y trabajadores en la elaboración de hule, caucho, plásticos y de sustancias químicas. 
• Determinar el número y tipo de empleados necesarios para realizar el trabajo; programar sus actividades, calcular la nómina y efectuar el pago de la misma. 
• Participar en la contratación del personal. 
• Solicitar materiales y suministros. 
• Establecer métodos para cumplir con los planes de trabajo. 
• Capacitar a los trabajadores en aspectos relacionados con su materia de trabajo, así como en lo referente a procedimientos de seguridad y políticas de la unidad económica. 
• Resolver problemas de trabajo y recomendar medidas para fomentar la productividad. 
• Realizar otras funciones afines. 

Ocupaciones:

• Supervisor y encargado de vulcanizadora. 
• Supervisor y encargado de taller de productos de plástico. 
• Supervisor y encargado de taller artesanal de cosméticos. 

Incluye: A los supervisores y encargados de talleres de reparación y vulcanización de neumáticos.",1
"741","Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas","Las ocupaciones clasificadas en este subgrupo elaboran productos de hule y plástico o reparan y vulcanizan neumáticos. 

Incluye: A los trabajadores que realizan actividades relacionadas con la extracción de sustancias químicas de plantas, animales y minerales no metálicos y los que elaboran productos a base de compuestos o sustancias químicas.",1
"76","Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares","Los trabajadores clasificados en este grupo principal realizan actividades relacionadas con la elaboración, por métodos tradicionales, de objetos de cerámica, vidrio y otros productos con minerales no metálicos.

Los trabajadores aquí considerados, participan en las funciones de preparación de materias primas. Elaboran moldes de arcilla y yeso. Moldean con las manos, torno o herramientas manuales objetos de loza, barro, porcelana, arcilla, mármol, yeso, concreto o piedra. Además cuecen, hornean y decoran estos objetos.

Incluye: A los trabajadores que realizan las funciones de moldeado, decorado y grabado con procedimientos artesanales, para la fabricación de diversos artículos de vidrio. Asimismo, a los trabajadores que tallan, pulen, decoran y pintan, con procedimientos artesanales, productos de hueso, coral y concha.",1
"760","Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares","Las ocupaciones clasificadas en este subgrupo contratan trabajadores, asignan y supervisan directamente las actividades de los trabajadores artesanales en la elaboración de productos de cerámica, vidrio, azulejo y similares.",1
"7601","Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares","Los trabajadores de este grupo unitario contratan trabajadores, asignan y supervisan directamente las actividades de los trabajadores en la elaboración artesanal de productos de cerámica, vidrio, azulejo y similares.

Funciones: 

• Programar, coordinar y supervisar las actividades de los trabajadores en la elaboración, por métodos tradicionales, de productos de cerámica, vidrio, azulejo y similares. 
• Determinar el número y tipo de empleados necesarios para realizar el trabajo; programar sus actividades, calcular la nómina y efectuar el pago de la misma. 
• Participar en la contratación del personal. 
• Solicitar materiales y suministros. 
• Capacitar a los trabajadores en aspectos relacionados con su materia de trabajo, así como en lo referente a procedimientos de seguridad y políticas de la unidad económica. 
• Resolver problemas de trabajo y recomendar medidas para fomentar la productividad. 
• Realizar otras funciones afines. 

Ocupaciones: 

• Supervisor o encargado de ladrillera y artesanías de barro y similares. 
• Supervisor o encargado de vidriería.",1
"761","Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares","Los trabajadores clasificados en este subgrupo realizan actividades relacionadas con la elaboración, por métodos tradicionales, de objetos de cerámica, vidrio y otros productos con minerales no metálicos.

Los trabajadores aquí considerados, participan en las funciones de preparación de materias primas. Elaboran moldes de arcilla y yeso. Moldean con las manos, torno o herramientas manuales objetos de loza, barro, porcelana, arcilla, mármol, yeso, concreto o piedra. Además cuecen, hornean y decoran estos objetos.

Incluye: A los trabajadores que realizan las funciones de moldeado, decorado y grabado con procedimientos artesanales, para la fabricación de diversos artículos de vidrio. Asimismo, a los trabajadores que tallan, pulen, decoran y pintan productos de hueso, coral y concha de forma artesanal.",1
"7614","Trabajadores en la elaboración de productos de hueso, concha, coral y similares","Los trabajadores de este grupo unitario realizan con métodos tradicionales varias o todas las funciones relacionadas con la fabricación de diversos artículos de concha, hueso, coral, etc., para ello realizan funciones como pintar, cortar, pegar, etcétera.

Funciones: 

• Seleccionar el material para hacer alhajeros, ceniceros, collares, diademas, pulseras de piezas de concha, carey, coral, etcétera. 
• Hacer y formar artículos y figuras de hueso. 
• Trazar y/o grabar dibujos, monogramas o motivos decorativos en piezas de coral, carey, concha, etcétera. 
• Realizar otras funciones afines.

Ocupaciones:

• Artesano de artículos de concha, carey y coral. 
• Artesano de artículos de marfil y hueso.
• Labrador de ámbar.",1
"79","Otros trabajadores artesanales, no clasificados anteriormente","Otros trabajadores artesanales, no clasificados anteriormente.",1
"799","Otros trabajadores artesanales, no clasificados anteriormente","Otros trabajadores artesanales, no clasificados anteriormente.",1
"7999","Otros trabajadores artesanales, no clasificados anteriormente","Los trabajadores de este grupo unitario desempeñan actividades o funciones comprendidas en este subgrupo pero no se encuentran clasificados en los grupos anteriores o no especificaron de manera suficiente la ocupación que desempeñan, pero la descripción indica que se trata de un trabajador que pertenece a este grupo.",1
"97","Trabajadores de paquetería, de apoyo para espectáculos y repartidores de mercancías","Los trabajadores en este subgrupo visitan los domicilios de los consumidores de servicios públicos para registrar el consumo; cargan maletas y equipaje en hoteles, aeropuertos y terminales. Se incluye a los empacadores de mercancía y encargados de paquetería en centros de espectáculos, estadios, tiendas de autoservicio, mercados, farmacias, etcétera. Asimismo incluye a las ocupaciones relacionadas con la recolección de dinero en teléfonos públicos.",1
"8144",Operadores de máquinas para la impresión y encuadernación,"Los trabajadores clasificados en este grupo unitario controlan, operan y vigilan diversos tipos de máquinas que imprimen textos, ilustraciones, dibujos o colores sobre papel, metal y otros materiales, así como en la encuadernación de libros y grabación de sus cubiertas.

Funciones:

• Operar y vigilar prensas de cilindro y de platina, prensas rotativas, offset, litográficas y fotograbado para imprimir periódicos, carteles, revistas, libros, folletos, etcétera. 
• Operar y vigilar máquinas de encuadernación.
• Controlar y vigilar prensas para grabar motivos decorativos y letras sobre las cubiertas de los libros.
• Realizar otras funciones afines.

Ocupaciones:

• Operador de máquina para la impresión y encuadernación.
• Operador de  máquina de imprenta industrial.",1
