"clave","clasificacion","descripcion","cultural"
"8155","Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles, cuero, piel y similares","Los trabajadores clasificados en este grupo unitario operan máquinas que lavan, tiñen, secan, estampan, afelpan, planchan y acaban (sanforizan, impermeabilizan, satinan, etc.), las telas para ser usadas en la industria textil. También se clasifica a los trabajadores que operan máquinas que tratan las pieles (pelan, curten, tiñen y planchan) que son utilizadas en la industria textil y del zapato. 

Funciones:

• Operar una máquina que impregna los tejidos con sustancias colorantes.
• Atender y vigilar máquinas que sanforizan las telas, para evitar su encogimiento al ser lavados.
• Controlar la máquina que decolora los tejidos de telas.
• Controlar la máquina que afelpa los tejidos para dar volúmen y tacto a las telas.
• Operar un equipo de tambores utilizados para mejorar, pelar, cortar y teñir las pieles.
• Atender, accionar y vigilar máquinas que lavan o limpian en seco fibras y productos textiles o artículos de piel y cuero para eliminar el polvo, manchas e impurezas, productos químicos sobrantes o su goma natural.
• Atender, accionar y vigilar máquinas para impermeabilizar los tejidos mediante productos químicos.
• Atender, accionar y vigilar máquinas que aderezan la seda para darle peso y cuerpo.
• Atender, accionar y vigilar máquinas que prensan, planchan, estiran, satinan o someten los tejidos a tratamientos de acabado. 
• Realizar otras funciones afines.

Ocupaciones:

• Operador de máquina para el lavado y planchado de textiles.
• Operador de máquina en el tratado y teñido de textiles. 
• Operador de máquina teñidora. 
• Operador de máquina afelpadora. 
• Operador de tórculo. 
• Operador de máquina estampadora. 
• Estampador de tejidos en fábrica.

Excluye: A los lavanderos y tintoreros de los establecimientos de servicios, ya que se clasifican en el subgrupo 964 Lavanderos y planchadores.",1
"9713","Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones","Los trabajadores clasificados en este grupo unitario se dedican a apoyar la realización de espectáculos en diversos establecimientos como cines, teatros, discotecas, clubes deportivos, etcétera. 

Funciones:

• Recoger las pelotas en juegos de tenis y futbol.
• Accionar y vigilar el funcionamiento de juegos mecánicos en ferias y parques.
• Vigilar el funcionamiento de video juegos y atender a los clientes.
• Acomodar a las personas en sus asientos en cines o teatros.
• Realizar otras funciones afines.

Ocupaciones:

• Encargado y trabajador de máquinas de video juegos y juegos mecánicos.
• Cadi.
• Salvavidas.
• Apuntador de teatro.
• Cargador de instrumentos musicales.",1
"1422","Directores y gerentes de museos, cines y otros establecimientos deportivos y culturales","Los trabajadores clasificados en este grupo unitario llevan a cabo la dirección, administración o gerencia de área o de un establecimiento dedicado a la prestación de servicios de esparcimiento, recreativo, entre otros, como puede ser: la dirección de un centro cultural, biblioteca, museo, cine, teatro, centro deportivo, agencia de viaje, etcétera.

Funciones:

• Planificar y dirigir las actividades culturales, recreativas, deportivas y de esparcimiento de  la institución que representan.
• Coordinar la preparación de presupuestos y evaluar la situación financiera de la institución.
• Definir las unidades operativas, responsabilidades y líneas de autoridad, así como evaluar el rendimiento del personal.
• Realizar otras funciones afines.

Ocupaciones:

• Administrador de agencia de viajes.
• Administrador de billar.
• Director de biblioteca.
• Gerente de parque de diversiones.
• Gerente de discoteca.",1
"2173",Cantantes,"Las ocupaciones clasificadas en este grupo unitario interpretan canciones, solos o en grupo, para una audiencia en vivo o para transmisiones o grabaciones en empresas de radio, cine, televisión y teatro.

Funciones:

• Seleccionar las piezas a interpretar.
• Estudiar y ensayar las partituras y letras de las piezas elegidas para crear sus propias interpretaciones.
• Interpretar vocalmente y en diversos escenarios canciones, ya sea como solistas o como parte de un grupo coral.
• Interpretar melodías de su repertorio en diversos estudios de grabación.
• Realizar otras funciones afines.

Ocupaciones:

• Cantante.
• Trovador.",1
"2151",Escritores y críticos literarios,"Las ocupaciones clasificadas en este grupo unitario crean, escriben o adaptan obras literarias, como: novelas, ensayos, cuentos, poesías, etc., para su publicación o representación escénica en cine, radio, televisión o teatro. También pueden evaluar o comentar los méritos de obras artísticas: teatrales, literarias, pictóricas, musicales, etcétera.

Funciones:

• Crear y escribir obras literarias para su publicación o representación en teatro, cine, radio y televisión.
• Crear y escribir guiones, y/o adaptar obras literarias para su presentación en teatro, cine, radio y televisión. Tramitar, ante la institución correspondiente, el registro de autor de sus obras.
• Investigar en torno a estilos, nuevas estructuras formales y demás temáticas para fundamentar los temas a tratar en las obras literarias.
• Escribir obras literarias, poéticas, científicas, de difusión informativa, entre otros fines.
• Revisar y corregir la ortografía y el estilo de la obra literaria.
• Investigar y compilar información para redactar textos sobre acontecimientos y sucesos de interés general o de temas específicos, con base en el perfil de la publicación.
• Realizar otras funciones afines.

Ocupaciones:

• Escritor y poeta.
• Crítico literario.
• Argumentista de teatro y cine.",1
"2161",Pintores,"Las ocupaciones clasificadas en este grupo unitario representan, mediante diversas técnicas pictóricas, formas, composiciones, paisajes, etc., abstractos o figurativos en cuadros de caballete, murales, etcétera.

Funciones:

• Plasmar pinturas representativas o abstractas en tela, madera, murales, cuadros de caballete, etc., utilizando acuarela, tinta, óleo u otras técnicas.
• Estudiar las ideas que proporciona el jefe o el cliente e intercambiar información con ellos, para determinar el estilo, procedimiento, etc., de la pintura.
• Bocetar el diseño de acuerdo con las instrucciones recibidas y someterlo a aprobación.
• Elaborar estudios y bocetos que les ayuden a plasmar la obra definitiva.
• Realizar otras funciones afines.

Ocupaciones:

• Pintor artístico.",1
"2162","Dibujantes y diseñadores artísticos, ilustradores y grabadores","Las ocupaciones clasificadas en este grupo unitario realizan la creación y diseño de obras de arte como caricaturas, dibujos, grabados, etcétera.

Funciones:

• Estudiar las ideas que proporciona el jefe o el cliente e intercambiar información con ellos, para determinar el estilo, procedimiento, etc., del dibujo y caricatura.
• Elaborar bocetos del diseño de acuerdo con las instrucciones recibidas y someterlo a aprobación.
• Dibujar y formar las ilustraciones para las portadas, interiores de libros, revistas y otras publicaciones. Para ello, utilizan diversos medios y técnicas: lápiz, pluma, pastel, óleo, etcétera.
• Corregir, en su caso, los originales existentes, de acuerdo con las indicaciones de su jefe o del cliente.
• Realizar otras funciones afines.

Ocupaciones:

• Caricaturista y retratista.
• Diseñador artístico.
• Grabador artístico.",1
"2174",Bailarines y coreógrafos,"Las ocupaciones clasificadas en este grupo unitario ejecutan diferentes tipos de bailes (folklóricos o regionales, clásicos, modernos, etc.), ya sea solos, en pareja o como integrantes de un grupo, para su presentación en cine, televisión o en otros lugares como: teatros, centros nocturnos, discotecas, etc., con fines culturales o de entretenimiento.

Funciones:

• Interpretar algunos tipos de danzas o bailes (folklóricos, clásicos, modernos, etc.) ya sea solo, en pareja o como integrante de un grupo.
• Ensayar los bailes bajo la dirección de un director o coreógrafo.
• Efectuar bailables de fondo para acompañar a cantantes, cómicos, etcétera.
• Crear, de acuerdo a las necesidades de una pieza musical y según los diversos tipos de espectáculos, historias, temas o argumentos, los bailables o danzas que han de interpretarse.
• Realizar otras funciones afines.

Ocupaciones:

• Danzante.
• Striper.
• Coreógrafo.

Incluye: A los coreógrafos que crean los pasos, movimientos, gestos y evoluciones de baile que se adaptan a una pieza musical en diversos tipos de espectáculos y que deben ejecutar bailarines, actores o cantantes en un escenario.",1
"2655",Fotógrafos.,"Las ocupaciones clasificadas en este grupo unitario capturan, almacenan, retocan y reproducen imágenes de personas, paisajes, objetos, etcétera, en diversas situaciones mediante una cámara fotográfica de visor directo, con telémetro, réflex, subacuática, entre otros equipos.

Funciones:

• Capturar, retocar e imprimir imágenes de personas en diferentes formatos de fotografía (infantil, certificado, pasaporte, grupal, etcétera) en un estudio fotográfico o en exteriores.
• Aplicar sus conocimientos en exposición de película a la luz, apertura del diafragma del objetivo, velocidad del obturador, profundidad del campo, tablas de enfoque, exposiciones y velocidades; con el fin de seleccionar la toma adecuada de la imagen.
• Ensamblar e instalar equipo de fotografía como soportes y trípodes, elementos de escenografía, flash y filtros, de acuerdo a especificaciones y necesidades de la sesión fotográfica.
• Asistir a eventos sociales, políticos, religiosos, locaciones naturales, para captar imágenes        de diferentes sucesos y reproducir, o en su caso, retocar películas para registrar datos o acontecimientos científicos. Pueden realizarse las tomas fotográficas también desde aire o acuáticas.
• Captar imágenes de objetos y, en su caso, retocar o adicionar elementos de publicidad para su impresión en revistas, periódicos, carteles, etcétera.
• Operar un equipo de cómputo y software especializado para manipular y mejorar las imágenes digitales y crear los efectos deseados según especificaciones del cliente.
• Preparar compuestos y sustancias químicas para el revelado y secado de fotografías.
• Realizar otras funciones afines.

Ocupaciones:

• Fotógrafo artístico.
• Fotógrafo de publicidad y comercial.",1
"7313","Artesanos de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera","Los trabajadores de este grupo unitario fabrican objetos y muebles de bejuco, vara, palma, carrizo y mimbre con métodos tradicionales, para ello realizan el diseño, corte, unión y barnizado de los objetos producidos.

Funciones:

• Diseñar, cortar y pegar las piezas de los muebles (sillas, mesas, sofás, etc.) de bejuco, carrizo o mimbre.
• Reparar sillas, lámparas y otros artículos de mimbre, bejuco, palma, carrizo, etcétera.
• Diseñar, cortar y armar artículos decorativos de carrizo, palma, mimbre, como son macetas, cortinas, alhajeros, etcétera.
• Realizar otras funciones afines. 

Ocupaciones:

• Artesano de productos de palma.
• Artesano de productos de carrizo, vara y mimbre.
• Artesano de sombreros de jipi y otros artículos de palma.",1
"7332",Tejedores de fibras,"Los trabajadores de este grupo unitariomanipulan un telar manual con métodos tradicionales y/o tejen a mano, utilizando ganchos y lanzaderas, para confeccionar prendas de vestir y otros artículos de tejido de punto y plano, como: encajes, cobijas, frazadas, alfombras, hamacas, redes, etcétera.

Funciones:

• Tender en el telar los hilos de la urdimbre y/o tejer a mano.
• Confeccionar con telares y/o tejido a mano, telas, tapices, rebozos, huipiles, sarapes, encajes, alfombras, manteles y otros tejidos.
• Confeccionar a mano géneros de punto como: suéteres, blusas, chalecos, etcétera.
• Confeccionar a mano artículos de punto de ganchillo o artículos de pasamanería.
• Realizar otras funciones afines.

Ocupaciones:

• Artesano en telar de cintura.
• Tejedor de servilleta.
• Urdidor de hamacas.",1
"7611",Alfareros y trabajadores ceramistas,"Los trabajadores de este grupo unitario diseñan y fabrican con métodos tradicionales objetos de cerámica, como: macetas, vajillas, ollas, tazas, etcétera.

Funciones:

• Fabricar objetos de barro, loza y porcelana. Fabricar moldes de arcilla y yeso.
• Fabricar objetos de cerámica modelando con las manos el barro que gira en un torno de alfarero o utilizando un torno semiautomático con terrajas o calibres. 
• Fabricar piezas de cerámica vaciando la arcilla semilíquida en moldes de yeso. 
• Fabricar piezas de cerámica comprimiendo con las manos la masa de arcilla sobre un molde. 
• Manejar una prensa de husillo o una prensa hidráulica para fabricar piezas de cerámica con polvo de arcilla. 
• Manejar una prensa para convertir, por extrusión, la masa de arcilla en una tira continua destinada a tratamiento posterior. 
• Fabricar muelas abrasivas vaciando y comprimiendo en moldes la mezcla abrasiva que le dará esa característica. 
• Realizar otras funciones afines. 

Ocupaciones:

• Alfarero y ceramista.",1
